
---------- Begin Simulation Statistics ----------
simSeconds                                   0.089241                       # Number of seconds simulated (Second)
simTicks                                  89241326736                       # Number of ticks simulated (Tick)
finalTick                                 89241326736                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1377.00                       # Real time elapsed on the host (Second)
hostTickRate                                 64808347                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8947112                       # Number of bytes of host memory used (Byte)
simInsts                                    291811034                       # Number of instructions simulated (Count)
simOps                                      556275924                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   211917                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     403976                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           408                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        218728743                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.749556                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.334123                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       572748562                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   320212                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      570901553                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2427                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             16792844                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          13557228                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              308037                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           218667076                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.610825                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.580244                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            7      0.01%     49.99% # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond        50224     50.01%    100.00% # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0      0.00%    100.00% # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0      0.00%    100.00% # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total       100429                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return      2791354      3.93%      3.93% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect      1622671      2.29%      6.22% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect      1168687      1.65%      7.86% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond     59206917     83.38%     91.24% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond      5768369      8.12%     99.37% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     99.37% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond       450222      0.63%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total     71008220                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return          110      0.02%      0.02% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect        50104      7.08%      7.10% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           39      0.01%      7.10% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond       607228     85.82%     92.92% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond        50057      7.07%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           24      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total       707562                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::Return            1      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallDirect            0      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::CallIndirect           10      0.00%      0.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectCond       506840     99.99%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectUncond           16      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::total       506867                       # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::Return          109      0.05%      0.05% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallDirect        50104     24.97%     25.02% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallIndirect           29      0.01%     25.03% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectCond       100388     50.02%     75.05% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectUncond        50057     24.94%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectUncond            8      0.00%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::total       200695                       # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget     39932448     54.18%     54.18% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB     30502436     41.39%     95.57% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS      3264263      4.43%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect            1      0.00%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total     73699148                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch       465931     65.97%     65.97% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return       240380     34.03%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            1      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            1      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total       706313                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted          60997355                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken     21265854                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect            707562                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss         200599                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups             73699148                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates               466248                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                44942579                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.609811                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted          201022                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups         1649093                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                  1                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses          1649092                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return      3264492      4.43%      4.43% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect      1629445      2.21%      6.64% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect      1198892      1.63%      8.27% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond     60997355     82.77%     91.03% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond      6158666      8.36%     99.39% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     99.39% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond       450298      0.61%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total     73699148                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return          229      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect        50209      0.17%      0.18% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect           46      0.00%      0.18% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond     28655770     99.65%     99.83% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond        50264      0.17%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond           51      0.00%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total      28756569                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return          127      0.03%      0.03% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect        50198     10.77%     10.79% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect           42      0.01%     10.80% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond       365633     78.42%     89.22% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond        50224     10.77%     99.99% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%     99.99% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond           24      0.01%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total       466248                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return          127      0.03%      0.03% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect        50198     10.77%     10.79% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect           42      0.01%     10.80% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond       365633     78.42%     89.22% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond        50224     10.77%     99.99% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%     99.99% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond           24      0.01%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total       466248                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED  89241326736                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.conditionalBranchPred.loop_predictor.used            0                       # Number of times the loop predictor is the provider. (Count)
system.cpu.branchPred.conditionalBranchPred.loop_predictor.correct            0                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.conditionalBranchPred.loop_predictor.wrong            0                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProviderCorrect     24705138                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProviderCorrect       117666                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.bimodalAltMatchProviderCorrect          940                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.bimodalProviderCorrect     33875865                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProviderWrong       408310                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProviderWrong        98393                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.conditionalBranchPred.tage.bimodalAltMatchProviderWrong           65                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.conditionalBranchPred.tage.bimodalProviderWrong          540                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProviderWouldHaveHit       144931                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProviderWouldHaveHit        48351                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::1      8564319                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::2      4682511                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::3      3042520                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::4      1161236                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::5       740171                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::6      1297736                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::7      1778482                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::8       994000                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::9       808198                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::10       572916                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::11       495910                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.longestMatchProvider::12      1191508                       # TAGE provider for longest match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::0     13325548                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::1      2476787                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::2      1158703                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::3       840219                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::4      1359158                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::5       974119                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::6      1436562                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::7      1039711                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::8       761735                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::9       556623                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::10       487152                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::11       913190                       # TAGE provider for alt match (Count)
system.cpu.branchPred.conditionalBranchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.branchPred.indirectBranchPred.lookups      1649093                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits            1                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses      1649092                       # Number of misses (Count)
system.cpu.branchPred.indirectBranchPred.targetRecords           66                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu.branchPred.indirectBranchPred.indirectRecords      1649256                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu.branchPred.indirectBranchPred.speculativeOverflows            1                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu.branchPred.ras.pushes              3301346                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu.branchPred.ras.pops                3301342                       # Number of times a PC was poped from the RAS (Count)
system.cpu.branchPred.ras.squashes             509988                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used                2791354                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct             2791244                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect               110                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.status::running           216598575     99.05%     99.05% # Number of cycles commit is running (Cycle)
system.cpu.commit.status::idle                      1      0.00%     99.05% # Number of cycles commit is idle (Cycle)
system.cpu.commit.status::trapPending         2068500      0.95%    100.00% # Number of cycles commit is processing a trap (Cycle)
system.cpu.commit.commitSquashedInsts        15762598                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls           12175                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            608179                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    217911123                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.552765                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.390110                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        44690470     20.51%     20.51% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        54491000     25.01%     45.51% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        25838257     11.86%     57.37% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3        32974286     15.13%     72.50% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4        17120540      7.86%     80.36% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5        12113135      5.56%     85.92% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         9861826      4.53%     90.44% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         3606111      1.65%     92.10% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        17215498      7.90%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    217911123                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                          12                       # Number of memory barriers committed (Count)
system.cpu.commit.committedInstType_0::No_OpClass      1802301      0.32%      0.32% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu    453395012     81.51%     81.83% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult      2967012      0.53%     82.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv       350049      0.06%     82.43% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd       918259      0.17%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     82.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu       800092      0.14%     82.73% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp           12      0.00%     82.73% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt       800106      0.14%     82.88% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc      1950170      0.35%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     83.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd       100000      0.02%     83.25% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     83.25% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     83.25% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt       918249      0.17%     83.41% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     83.41% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     83.41% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult       150000      0.03%     83.44% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     83.44% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     83.44% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt        50000      0.01%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha3            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSm4e            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCrc            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDotProd            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     83.45% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead     53946976      9.70%     93.15% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite     36240952      6.51%     99.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead      1836582      0.33%     99.99% # Class of committed instruction (Count)
